Name,Description,Website
University of Washington,"The University of Washington, located in Seattle, ranks #63 in the QS World University Rankings. With a GMAT score of 650, a GPA of 3, and a TOEFL score of 120, this public institution is situated in the Far West and thrives in the urbanized environment of the city. Offering a diverse range of academic disciplines, the university covers fields such as Aeronautics and Astronautics, American Ethnic Studies, Anthropology, Applied Mathematics, Art, Art History, Biochemistry, Bioengineering, Biology, Business Administration, Chemical Engineering, Chemistry, Civil and Environmental Engineering, Classics, Communication, Computer Science, Dance, Drama, Earth and Space Sciences, Economics, Electrical Engineering, English, Environmental Health, Environmental Science and Resource Management, Epidemiology, Geography, History, Industrial and Systems Engineering, Informatics, International Studies, Law, Societies and Justice, Linguistics, Marine Biology, Materials Science and Engineering, Mathematics, Mechanical Engineering, Medical Laboratory Science, Microbiology, Music, Neuroscience, Nursing, Oceanography, Pharmacy, Philosophy, Physics, Political Science, Psychology, Public Health, Social Work, Sociology, Speech and Hearing Sciences, and Statistics. The university's comprehensive offerings make it a vibrant hub for academic exploration and research across a wide array of disciplines.",http://www.washington.edu/
University of Illinois at Urbana-Champaign,"Ranked #64 in the QS World University Rankings, the University of Illinois at Urbana-Champaign, situated in the Midwest, is a public institution in the city of Illinois. With a GMAT score of 647, a GPA of 3, an IELTS score of 6, and a TOEFL score of 79, the university is known for its diverse academic offerings. Spanning the spectrum of disciplines, the university provides programs in Aerospace Engineering, Agricultural and Consumer Economics, Animal Sciences, Anthropology, Architecture, Art and Design, Astronomy, Atmospheric Sciences, Biochemistry, Bioengineering, Biology, Business Administration, Chemical Engineering, Chemistry, Civil Engineering, Computer Engineering, Computer Science, Dance, Economics, Education, Electrical Engineering, English, Environmental Sciences, Finance, Food Science and Human Nutrition, Geography, Geology, Graphic Design, History, Industrial Design, Industrial Engineering, Information Sciences, Kinesiology, Landscape Architecture, Linguistics, Materials Science and Engineering, Mathematics, Mechanical Engineering, Microbiology, Molecular and Cellular Biology, Music, Nuclear, Plasma, and Radiological Engineering, Nutritional Sciences, Philosophy, Physics, Political Science, Psychology, Social Work, Sociology, Statistics, Theatre, Urban Studies and Planning, and Veterinary Medicine. The university's commitment to excellence across this wide range of fields makes it a dynamic and enriching environment for academic pursuit and research.",http://www.illinois.edu/
Brown University,"Brown University, nestled in Rhode Island's city of Providence in the Northeast, stands as a distinguished private institution. Ranked #73 in the QS World University Rankings. With a GRE score of 330, an IELTS score of 7, and a TOEFL score of 90, the university offers a rich array of academic disciplines for students to explore. The curriculum spans Anthropology, Applied Mathematics, Archaeology, Biochemistry, Biology, Biomedical Engineering, Business, Economics, and Entrepreneurship, Chemistry, Classics, Cognitive Science, Comparative Literature, Computer Science, Earth, Environmental, and Planetary Sciences, East Asian Studies, Egyptology and Assyriology, Engineering, English, Ethnic Studies, French Studies, Gender and Sexuality Studies, Geological Sciences, German Studies, History, History of Art and Architecture, International Relations, Italian Studies, Latin American and Caribbean Studies, Linguistics, Literary Arts, Mathematics, Medieval Studies, Modern Culture and Media, Music, Neuroscience, Philosophy, Physics, Political Science, Psychology, Public Policy, Religious Studies, Renaissance and Early Modern Studies, Slavic Studies, Sociology, Theatre Arts and Performance Studies, Urban Studies, and Visual Art. As a center for academic excellence, Brown University provides a stimulating environment for students to engage in diverse fields of study and research.",http://www.brown.edu/
Pennsylvania State University,"Ranked #83 in the QS World University Rankings, Pennsylvania State University, located in State College within the Northeast region, is a prominent public institution in Pennsylvania. With a GMAT score of 560, a GRE score of 303, a GPA of 3, an IELTS score of 6, and a TOEFL score of 80, the university thrives in a suburb setting. Offering a diverse range of academic programs, students can delve into disciplines such as Accounting, Agricultural Business, Anthropology, Atmospheric Science, Biochemistry, Biological Science, Business Administration, Chemical and Biological Engineering, Chemistry, Civil Engineering, Communication Studies, Computer Science, Criminology and Criminal Justice, Economics, Electrical Engineering, English, Environmental Health, Finance, Fish, Wildlife, and Conservation Biology, French, Geography, Geology, Health and Exercise Science, History, Human Development and Family Studies, Industrial Engineering, International Studies, Journalism and Media Communication, Marketing, Mathematics, Mechanical Engineering, Microbiology, Music, Natural Resource Management, Neuroscience, Philosophy, Physics, Political Science, Psychology, Sociology, Spanish, and Theatre. Positioned as a hub for academic exploration and research, Pennsylvania State University offers a comprehensive and enriching learning environment across a wide array of disciplines.",http://www.psu.edu/
Boston University,"Boston University, ranked #93 in the QS World University Rankings, is located in Massachusetts, specifically in the city of Boston, within the northeastern region of the United States. As a private institution, it boasts a diverse range of academic offerings across various disciplines. The university's urban setting provides a dynamic backdrop for students pursuing degrees in Accounting, African Studies, American and New England Studies, Ancient Greek and Roman Studies, Anthropology, Archaeology, Architectural Studies, Art History, Astronomy, Biochemistry and Molecular Biology, Biology, Biomedical Engineering, Business Administration, Chemistry, Cinema and Media Studies, Classical Studies, Cognitive and Brain Sciences, Communication Studies, Computer Engineering, Computer Science, Earth and Environmental Science, Economics, Electrical Engineering, English, Environmental Analysis and Policy, Film and Television, Finance, French, Geology, German Studies, History, History of Art and Architecture, Hospitality Administration, International Relations, Italian Studies, Japanese Language and Literature, Latin American Studies, Linguistics, Management Information Systems, Mathematics, Mechanical Engineering, Music, Neuroscience, Philosophy, Physics, Political Science, Psychology, Religion, Russian Language and Literature, Sociology, Spanish, Theatre, and Women's, Gender, and Sexuality Studies. The university's commitment to academic excellence is reflected in its wide-ranging curriculum, encompassing the arts, sciences, and humanities.",http://www.bu.edu/
Georgia Institute of Technology (Georgia Tech),"Ranked #97 in the QS World University Rankings, the Georgia Institute of Technology, fondly known as Georgia Tech, is situated in Atlanta, Georgia, within the southeastern region of the United States. As a public institution, it thrives in suburban setting, offering a multitude of academic programs across diverse disciplines. Students at Georgia Tech engage in rigorous studies in fields such as Aerospace Engineering, Applied Languages and Intercultural Studies, Applied Mathematics, Applied Physics, Architecture, Biochemistry, Biology, Biomedical Engineering, Building Construction, Business Administration, Chemical and Biomolecular Engineering, Chemistry, Civil Engineering, Computational Media, Computer Engineering, Computer Science, Computational Data Analytics, Computational Science and Engineering, Digital Media, Earth and Atmospheric Sciences, Economics, Electrical Engineering, Environmental Engineering, Environmental Science, Industrial Design, Industrial Engineering, Information Technology Management, International Affairs, Literature, Media and Communication, Materials Science and Engineering, Mechanical Engineering, Music Technology, Nuclear and Radiological Engineering, Physics, Public Policy, Robotics, Sociology, Sustainable Energy and Environmental Management, Textile Engineering, and Urban Planning. This comprehensive array of academic offerings reflects Georgia Tech's commitment to providing a well-rounded education that spans engineering, sciences, humanities, and social sciences.",http://www.gatech.edu/
Purdue University,"Purdue University, holding the #99 in the QS World University Rankings, is located in West Lafayette, Indiana, nestled within the Midwest region of the United States. Functioning as a public institution, Purdue thrives in a suburban environment, offering a wide array of academic programs across diverse disciplines. Students at Purdue engage in a rigorous and comprehensive education in fields such as Accounting, Actuarial Science, Aerospace Engineering, Agricultural Communication, Agricultural Economics, Agricultural Education, Agricultural Engineering, Agricultural Systems Management, Agronomy, Animal Sciences, Anthropology, Applied Exercise and Health, Applied Statistics, Architectural Engineering, Art and Design, Biochemistry, Biology, Biomedical Engineering, Building Construction Management, Chemical Engineering, Chemistry, Civil Engineering, Communication, Computer and Information Technology, Computer Engineering, Computer Graphics Technology, Construction Management Technology, Data Science, Dietetics, Earth, Atmospheric, and Planetary Sciences, Economics, Electrical Engineering, Environmental and Ecological Engineering, Environmental Health Sciences, Film and Video Studies, Finance, Food Science, Forensic Science, General Health Sciences, Genetics, Industrial Design, Industrial Engineering, Interior Design, Linguistics, Management, Marketing, Materials Engineering, Mathematics, Mechanical Engineering, Music, Natural Resources and Environmental Science, Neuroscience, Nursing, Philosophy, Physics, Political Science, Psychological Sciences, Public Health, Sociology, Speech, Language, and Hearing Sciences, Supply Chain Management, Theater, and Visual Communications Design. This diverse range of academic offerings reflects Purdue University's commitment to providing students with a well-rounded education spanning the sciences, humanities, and professional disciplines.",http://www.purdue.edu/
University of Wisconsin-Madison,"The University of Wisconsin-Madison, positioned at #102 in the QS World University Rankings, is situated in Madison, Wisconsin, within the Midwest region of the United States. Operating as a public institution, the university is located in a city setting and offers a diverse array of academic programs. Students at the University of Wisconsin-Madison engage in comprehensive studies across a broad spectrum of disciplines, including Accounting, Agricultural and Applied Economics, Agricultural Business Management, Agricultural Engineering, Agricultural Journalism, Agronomy, American Indian Studies, Animal Sciences, Anthropology, Applied Mathematics, Art, Asian Languages and Cultures, Astronomy, Atmospheric and Oceanic Sciences, Biochemistry, Biology, Biomedical Engineering, Business, Chemical Engineering, Chemistry, Civil Engineering, Communication Arts, Computer Engineering, Computer Science, Conservation Biology, Dance, East Asian Languages and Literature, Economics, Electrical Engineering, Elementary Education, English, Environmental Sciences, Environmental Studies, Finance, Food Science, Forest and Wildlife Ecology, French, Genetics, Geography, Geology, German, History, Horticulture, Industrial and Systems Engineering, International Studies, Italian, Japanese, Journalism, Kinesiology, Landscape Architecture, Linguistics, Management and Human Resources, Marketing, Materials Science and Engineering, Mathematics, Mechanical Engineering, Medical Microbiology and Immunology, Microbiology, Music, Natural Sciences, Neurobiology, Nursing, Philosophy, Physics, Political Science, Psychology, Rehabilitation Psychology, Sociology, Spanish, Theatre and Drama, and Zoology. This expansive range of academic offerings reflects the university's commitment to providing a comprehensive education that spans the arts, sciences, and professional disciplines.",http://www.wisc.edu/
University of Southern California,"The University of Southern California, ranking #116 in the QS World University Rankings, is located in Los Angeles, California, within the Far West region of the United States. As a private institution in a suburban setting, USC offers a diverse range of academic programs across various disciplines. Students at USC immerse themselves in a comprehensive educational experience, pursuing degrees in fields such as Accounting, Aerospace Engineering, American Studies and Ethnicity, Animation and Digital Arts, Anthropology, Architecture, Art History, Astronautical Engineering, Biological Sciences, Biomedical Engineering, Business Administration, Business Analytics, Business Taxation, Chemical Engineering, Chemistry, Cinema and Media Studies, Civil and Environmental Engineering, Communication, Computer Science, Data Science, Dentistry, Dramatic Arts, East Asian Area Studies, Economics, Electrical and Computer Engineering, English, Environmental Studies, Film and Television Production, Fine Arts, Gender and Sexuality Studies, Gerontology, Global Health, Graphic Design, Health and Human Sciences, History, Industrial and Systems Engineering, International Relations, Jazz Studies, Journalism, Law, Linguistics, Marine and Environmental Biology, Marketing, Mathematics, Mechanical Engineering, Music, Narrative Studies, Neuroscience, Occupational Therapy, Pharmacy, Philosophy, Physics, Political Science, Psychology, Public Policy, Social Work, Sociology, Spatial Studies, Statistics, and Writing for Screen and Television. This extensive array of academic offerings reflects USC's commitment to providing a well-rounded education that spans the arts, sciences, and professional fields.",http://www.usc.edu/
"University of California, Davis (UCD)","The University of California, Davis (UCD), positioned at #118 in the QS World University Rankings, is situated in Davis, California, within the Far West region of the United States. Functioning as a public institution in a suburban setting, UCD offers a comprehensive range of academic programs across diverse disciplines. Students at UCD partake in a rich educational experience, pursuing degrees in fields such as Aerospace Science and Engineering, African and African American Studies, Agricultural and Environmental Education, Agricultural and Managerial Economics, Agricultural and Resource Economics, Agricultural Chemistry, Agricultural Science and Management, Animal Biology, Animal Science, Anthropology, Applied Chemistry, Applied Mathematics, Applied Physics, Art History, Asian American Studies, Asian Studies, Atmospheric Science, Avian Sciences, Biochemistry and Molecular Biology, Biological Sciences, Biomedical Engineering, Biotechnology, Cell Biology, Chemistry, Chicana/o Studies, Civil and Environmental Engineering, Classical Civilizations, Cognitive Science, Communication, Community and Regional Development, Computer Engineering, Computer Science, Design, Economics, Electrical Engineering, English, Environmental Engineering, Environmental Policy Analysis and Planning, Environmental Science and Management, Evolution, Ecology, and Biodiversity, Film Studies, Food Science, French, Genetics and Genomics, Geology, German, Global Disease Biology, History, Human Development, Human Rights Studies, Hydrology, International Agricultural Development, International Relations, Italian, Japanese, Landscape Architecture, Linguistics, Managerial Economics, Marine and Coastal Science, Materials Science and Engineering, Mathematics, Mechanical Engineering, Medieval and Early Modern Studies, Microbiology, Music, Native American Studies, Nature and Culture, Neurobiology, Neurology, Nutrition Science, Pharmaceutical Chemistry, Philosophy, Physics, Plant Biology, Political Science, Psychology, Religious Studies, Russian, Spanish, Sustainable Agriculture and Food Systems, Textiles and Clothing, Theatre and Dance, Undeclared, Viticulture and Enology, Wildlife, Fish, and Conservation Biology, Women's and Gender Studies. This expansive selection of academic offerings reflects UCD's commitment to providing students with a diverse and well-rounded education spanning the arts, sciences, and professional disciplines.",http://www.ucdavis.edu/
"University of North Carolina, Chapel Hill","The University of North Carolina at Chapel Hill, holding the #132 position in the QS World University Rankings, is located in Chapel Hill, North Carolina, within the Southeast region of the United States. Operating as a public institution in a city setting, UNC Chapel Hill provides a diverse array of academic programs across various disciplines. Students at UNC Chapel Hill engage in a comprehensive educational experience, pursuing degrees in African, African American, and Diaspora Studies, American Studies, Anthropology, Applied Sciences, Archaeology, Art History, Asian Studies, Astrophysics, Biology, Biomedical Engineering, Business Administration, Chemistry, City and Regional Planning, Classics, Communication, Computer Science, Dramatic Art, Economics, Education, English and Comparative Literature, Environmental Sciences and Engineering, Environmental Studies, Exercise and Sport Science, Geography, Geological Sciences, Global Studies, History, Information Science, Interdisciplinary Studies, International Studies, Jewish Studies, Latin American Studies, Linguistics, Marine Sciences, Mathematics, Media and Journalism, Music, Naval Science, Peace, War, and Defense, Philosophy, Physics and Astronomy, Political Science, Psychology and Neuroscience, Public Policy, Religious Studies, Romance Languages and Literatures, Russian and East European Studies, Sociology, Statistics and Operations Research, and Women's and Gender Studies. This comprehensive range of academic offerings reflects UNC Chapel Hill's commitment to providing students with a well-rounded education that spans the humanities, sciences, and social sciences.",http://www.unc.edu/
Texas A&M University,"Texas A&M University, ranking #134 in the QS World University Rankings, is situated in College Station, Texas, within the Southwest region of the United States. As a public institution in a suburban setting, Texas A&M offers a diverse array of academic programs across various disciplines. Students at Texas A&M immerse themselves in a comprehensive educational experience, pursuing degrees in Aerospace Engineering, Agricultural Economics, Agricultural Leadership, Animal Science, Anthropology, Applied Mathematical Sciences, Architecture, Biochemistry and Biophysics, Biology, Biomedical Sciences, Chemical Engineering, Chemistry, Civil Engineering, Communication, Computer Engineering, Computer Science, Construction Science, Economics, Education, Electrical Engineering, Environmental Studies, Finance, Food Science and Technology, Forestry, Geography, Geology, Health, History, Industrial Engineering, International Studies, Kinesiology, Landscape Architecture, Management, Marketing, Mathematics, Mechanical Engineering, Meteorology, Microbiology, Music, Nuclear Engineering, Oceanography, Petroleum Engineering, Philosophy, Physics, Political Science, Psychology, Public Health, Recreation, Parks and Tourism Sciences, Sociology, Spatial Sciences, Supply Chain Management, Urban and Regional Planning, Veterinary Medicine, and Wildlife and Fisheries Sciences. ",http://www.tamu.edu/
Michigan State University,"Michigan State University, positioned at #136 in the QS World University Rankings, is located in East Lansing, Michigan, within the Midwest region of the United States. As a public institution in a suburban setting, Michigan State offers a diverse range of academic programs across various disciplines. Students at Michigan State University engage in a comprehensive educational experience, pursuing degrees in disciplines such as Accounting, Actuarial Science, Advertising Management, African Studies, Agribusiness Management, Agriculture, Animal Science, Anthropology, Apparel and Textile Design, Art, Athletic Training, Biochemistry and Molecular Biology, Biology, Biomedical Laboratory Diagnostics, Biosystems Engineering, Business Administration, Chemical Engineering, Chemistry, Civil Engineering, Communication, Computer Engineering, Computer Science, Criminal Justice, Dietetics, Early Childhood Education, Economics, Electrical Engineering, Elementary Education, Environmental Biology/Microbiology, Environmental Economics and Management, Environmental Engineering, Environmental Geosciences, Environmental Studies and Sustainability, Family and Community Services, Finance, Fisheries and Wildlife, Food Industry Management, Food Science, Forensic Science, French, Geography, Geological Sciences, History, Hospitality Business, Human Biology, Human Development and Family Studies, Information Technology, Interior Design, International Relations, Journalism, Kinesiology, Linguistics, Management, Marketing, Mathematics, Mechanical Engineering, Media and Information, Music, Neuroscience, Nursing, Packaging, Philosophy, Physics and Astronomy, Political Science, Psychology, Social Work, Sociology, Spanish, Supply Chain Management, Teacher Education, Theatre, and Urban and Regional Planning. This extensive array of academic offerings reflects Michigan State University's commitment to providing students with a well-rounded education spanning the arts, sciences, and professional disciplines.",http://www.msu.edu/
Rice University,"Rice University, ranked #145 in the QS World University Rankings, is situated in Houston, Texas, within the Southwest region of the United States. Operating as a private institution in a city setting, Rice University offers a diverse array of academic programs across various disciplines. Students at Rice University engage in a comprehensive educational experience, pursuing degrees in Architectural Studies, Art History, Biochemistry and Cell Biology, Bioengineering, Business, Chemical Engineering, Chemistry, Civil and Environmental Engineering, Classical Studies, Cognitive Sciences, Computational and Applied Mathematics, Computer Science, Data Science, Earth, Environmental, and Planetary Sciences, Economics, Electrical and Computer Engineering, English, Environmental Science, French Studies, German Studies, History, History of Art, Kinesiology, Linguistics, Materials Science and Nanoengineering, Mathematics, Mechanical Engineering, Music, Philosophy, Physics and Astronomy, Political Science, Psychology, Religion, Sociology, Sport Management, Statistics, Theatre, and Visual and Dramatic Arts. This comprehensive range of academic offerings reflects Rice University's commitment to providing students with a well-rounded education that spans the arts, sciences, and professional disciplines in the dynamic urban environment of Houston.",http://www.rice.edu/
Ohio State University,"The Ohio State University, holding the #151 position in the QS World University Rankings, is located in Columbus, Ohio, within the Midwest region of the United States. Operating as a public institution in a suburban setting, Ohio State University offers a diverse array of academic programs across various disciplines. Students at Ohio State University engage in a comprehensive educational experience, pursuing degrees in Aerospace Engineering, African American and African Studies, Agricultural Communication, Agricultural Systems Management, Animal Sciences, Anthropology, Architecture, Art, Astronomy and Astrophysics, Atmospheric Sciences, Biochemistry, Biology, Biomedical Engineering, Business Administration, Chemical Engineering, Chemistry, Civil Engineering, Communication, Computer Science and Engineering, Construction Systems Management, Criminology and Criminal Justice, Dance, Data Analytics, Design, Earth Sciences, Economics, Education, Electrical and Computer Engineering, Environmental Engineering, Environmental Science, Film Studies, Finance, Food, Agricultural, and Biological Engineering, Food Science and Technology, Geography, Geology, Germanic Languages and Literatures, History, Hospitality Management, Industrial Design, Industrial and Systems Engineering, Information Systems, Interior Design, International Studies, Journalism, Landscape Architecture, Linguistics, Logistics Management, Management and Human Resources, Marketing, Materials Science and Engineering, Mathematics, Mechanical Engineering, Microbiology, Music, Neuroscience, Nursing, Philosophy, Physics, Political Science, Psychology, Public Affairs, Social Work, Sociology, Spanish, Speech and Hearing Science, Sport Industry, Statistics, Theatre, and Women's, Gender, and Sexuality Studies. This extensive range of academic offerings reflects Ohio State University's commitment to providing students with a well-rounded education that spans the arts, sciences, and professional disciplines in the vibrant urban environment of Columbus.",http://www.osu.edu/
Washington University in St. Louis,"Washington University in St. Louis, ranked #154 in the QS World University Rankings, is located in the vibrant city of St. Louis, Missouri, in the Midwest region. This private institution sets high standards for admission, requiring a GMAT score of 693 or higher, a GPA of 3 or higher, TOEFL score of 90 or higher, SAT score of 1480 or higher, and IELTS score of 7. The university offers a diverse array of academic programs across multiple disciplines. Some of the notable fields include Accounting, Aerospace Engineering, Anthropology, Biochemistry, Business Administration, Chemistry, Computer Science, Drama, Economics, Education, Environmental Studies, Finance, Genetics, History, Marketing, Mechanical Engineering, Molecular Genetics, Neurosciences, Philosophy, Physics, Psychology, Public Health, Sociology, and many more. With its commitment to excellence, Washington University in St. Louis stands as a prominent institution in the realm of higher education, offering students a wide range of opportunities for academic and personal growth.",https://wustl.edu
"University of California, Santa Barbara (UCSB)","The University of California, Santa Barbara (UCSB), holds the #163 spot in the QS World University Rankings and is situated in the picturesque state of California. A public institution nestled in the suburb of Santa Barbara in the Far West region, UCSB has set admission standards with a GPA requirement of 3, IELTS score of 6, and TOEFL score of 80. The university boasts a diverse array of academic programs spanning various disciplines, including Art, Biology, Chemistry/Biochemistry, Computing, Marine Science, Mathematics, Music Composition, Physics, and Writing and Literature. In addition to these, UCSB offers specialized programs in Chemical Engineering, Computer Engineering, Computer Science, Electrical Engineering, and Mechanical Engineering, among others. The university provides a rich academic environment, encompassing fields such as Anthropology, Applied Mathematics, Aquatic Biology, Black Studies, Chicana and Chicano Studies, Dance, Earth Science, Economics, Environmental Studies, Film and Media Studies, Geography, Global Studies, History, Linguistics, Music Studies, Pharmacology, Physics, Political Science, Sociology, and more. With its diverse offerings and commitment to academic excellence, UCSB stands as a notable institution in higher education, providing students with a wide range of educational opportunities.",https://www.ucsb.edu
University of Florida,"The University of Maryland, College Park, holds the #168 position in the QS World University Rankings and is located in the vibrant state of Florida. This public institution in the Southeast region requires a GMAT score of 465, a GPA of 3, an IELTS score of 6, and a TOEFL score of 80 for admissions. The University of Maryland, College Park offers a diverse range of academic programs spanning various disciplines, including Accounting, Aerospace Engineering, African and African-American Studies, Agricultural Education and Communication, Agriculture and Natural Resources, Anthropology, Architecture, Art and Art History, Biochemistry, Biology, Business Administration, Chemical Engineering, Chemistry, Civil and Coastal Engineering, Classical Studies, Communication Sciences and Disorders, Computer Engineering, Criminology and Law, Dance, Digital Arts and Sciences, Digital Marketing, Early Childhood Education, Economics, Electrical and Computer Engineering, Elementary Education, English, Environmental Science and Policy, Environmental and Global Health, and many more. Situated in a dynamic city, the university provides students with a rich academic environment and a multitude of opportunities for personal and intellectual growth.",https://www.ufl.edu
"University of Maryland, College Park","The University of Maryland, College Park, ranks #169 in the QS World University Rankings and is situated in Maryland, in the Northeast region. As a public institution in a suburban setting, the university sets admission standards with a GMAT score of 660, a GPA of 2, an IELTS score of 7, and a TOEFL score of 100. Offering a diverse array of academic programs, the University of Maryland, College Park, covers various disciplines, including Accounting, Aerospace Engineering, African American Studies, Agricultural and Resource Economics, Biochemistry, Business, Computer Science, Dance, Economics, Electrical and Computer Engineering, English Language and Literature, Environmental Science and Policy, Finance, Government and Politics, History, Information Science, Journalism, Linguistics, Marketing, Mathematics, Mechanical Engineering, Music, Neuroscience, Philosophy, Physics, Psychology, Public Policy, Sociology, Spanish Language and Literature, and Statistics. Nestled in the suburbs, the university provides students with a dynamic and enriching academic environment, fostering intellectual growth and development.",https://umd.edu
Arizona State University,"Arizona State University, ranked #179 in the QS World University Rankings, is located in the vibrant state of Arizona in the Southwest region. As a public institution situated in a dynamic city, the university requires a GMAT score of 650, a GPA of 3, an IELTS score of 6, and a TOEFL score of 80 for admissions. Arizona State University offers a diverse range of academic programs spanning various disciplines, including Aerospace Engineering, Anthropology, Biochemistry, Business Administration, Civil Engineering, Computer Science, Criminology and Criminal Justice, Economics, Environmental Science, Film and Media Production, Graphic Information Technology, History, Industrial Design, Journalism and Mass Communication, Kinesiology, Legal Studies, Mathematics, Mechanical Engineering, Music Education, Nursing, Philosophy, Political Science, Psychology, Social Work, Software Engineering, Sustainability, Theater, and Urban Planning. With its focus on innovation and a bustling city backdrop, Arizona State University provides students with a dynamic and comprehensive educational experience.",https://www.asu.edu 
"University of Minnesota, Twin Cities","The University of Minnesota, Twin Cities, holds the #195 spot in the QS World University Rankings and is located in the Midwest region, in the state of Minnesota. This public institution, situated in the heart of a bustling city, requires a GMAT score of 690, a GPA of 3, an IELTS score of 6, and a TOEFL score of 79 for admissions. Offering a diverse array of academic programs, the University of Minnesota covers various disciplines, including Aerospace Engineering and Mechanics, Anthropology, Biochemistry, Computer Science, Economics, Environmental Sciences, Food Science, Graphic Design, History, International Business, Journalism, Kinesiology, Linguistics, Microbiology, Nursing, Political Science, Psychology, Sociology, Spanish and Portuguese Studies, Theater Arts, and Urban and Regional Planning. With its commitment to academic excellence and the vibrancy of city life, the University of Minnesota provides students with a dynamic and enriching educational experience.",https://twin-cities.umn.edu 
Emory University,"Emory University, ranked #166 in the QS World University Rankings, is located in the Southeast region, in the state of Georgia. As a private institution nestled in the tranquility of a suburb, the university requires a GMAT score of 570, a GPA of 3, an IELTS score of 6, and a TOEFL score of 79 for admissions. Emory University offers a diverse range of academic programs encompassing various disciplines, including African American Studies, Anthropology, Biology, Chemistry, Creative Writing, Economics, Film and Media Studies, Global Health, Human Health, Mathematics and Computer Science, Neuroscience and Behavioral Biology, Philosophy, Political Science, Sociology, Theater Studies, and Visual Arts. With its emphasis on academic excellence and the serene suburban setting, Emory University provides students with a unique and enriching educational experience.",https://www.emory.edu
University of Pittsburgh,"The University of Pittsburgh, situated in Pennsylvania and ranked #222 in the QS World University Rankings, is a public institution in the Northeast region with admission requirements including an IELTS score of 6, a GPA of 2, a GMAT score of 640, and a TOEFL score of 80. The university offers a diverse range of academic programs across various disciplines, including Accounting, Bioengineering, Chemistry, Communication Science and Disorders, Computer Science, Economics, Environmental Studies, Film Studies, Gender, Sexuality, and Women's Studies, Information Science, Jazz Studies, Linguistics, Materials Science and Engineering, Neuroscience, Physics and Astronomy, Rehabilitation Science and Technology, Sociology, Supply Chain Management, Theatre Arts, and Urban Studies. With a commitment to academic excellence and a charming town setting, the University of Pittsburgh provides students with a well-rounded and enriching educational experience.",https://www.pitt.edu 
University of Rochester,"The University of Rochester, ranked #224 in the QS World University Rankings, is situated in the vibrant state of New York, in the Northeast region. As a private institution located in a bustling city, the university sets admission standards with a GMAT score of 610, a GPA of 3, an IELTS score of 7, and a TOEFL score of 100. The University of Rochester offers a diverse array of academic programs across various disciplines, including Biochemistry, Biomedical Engineering, Business Analytics, Computer Science, Data Science, East Asian Studies, Financial Economics, Health, Behavior, and Society, International Relations, Linguistics, Mechanical Engineering, Neuroscience, Optics, Political Science, Psychology, Spanish, Studio Arts, Theater, and Women's Studies. With a focus on academic excellence and the energy of city life, the University of Rochester provides students with a dynamic and comprehensive educational experience.",https://www.rochester.edu 
Dartmouth College,"Dartmouth College, situated in the Northeast region in New Hampshire and ranked #237 in the QS World University Rankings, is a private institution in a charming town setting. Admission requirements include a GMAT score of 620, a GPA of 2, an IELTS score of 7, and a TOEFL score of 100. Dartmouth College offers a diverse range of academic programs spanning various disciplines, such as Art History, Asian Societies, Cultures, and Languages, Astrophysics, Biochemistry, Classical Studies, Cognitive Science, Computer Science, Earth Sciences, Economics, Education, Engineering Sciences, Environmental Studies, Film and Media Studies, French and Italian, Geography, Government, History, Human-Centered Design, Jewish Studies, Latin American, Latino, and Caribbean Studies, Linguistics and Cognitive Science, Mathematics, Medieval and Renaissance Studies, Molecular Biology, Music, Native American Studies, Neuroscience, Philosophy, Physics and Astronomy, Psychological and Brain Sciences, Quantitative Social Science, Religion, Russian, Sociology, Studio Art, Theater, and Women's, Gender, and Sexuality Studies. With its commitment to academic excellence and a picturesque town backdrop, Dartmouth College offers students a unique and enriching educational experience.",https://home.dartmouth.edu 
"University of Massachusetts, Amherst","The University of Massachusetts, Amherst, ranked #245 in the QS World University Rankings, is situated in the Northeast region, in the state of Massachusetts. As a public institution located in a lively city, the university requires a GPA of 2, a GRE score of 320, a GMAT score of 639, an IELTS score of 6, and a TOEFL score of 80 for admissions. The University of Massachusetts, Amherst, offers a comprehensive range of academic programs across various disciplines, including Accounting, Afro-American Studies, Animal Science, Anthropology, Architectural Studies, Astronomy, Biochemistry and Molecular Biology, Chemical Engineering, Chemistry, Civil Engineering, Classics, Communication, Computer Science, Dance, Data Science, Economics, Electrical Engineering, English, Environmental Science, Finance, Food Science, French, Geology, History, Hospitality and Tourism Management, Industrial Engineering, Italian Studies, Journalism, Kinesiology, Landscape Architecture, Linguistics, Management, Marketing, Mathematics, Mechanical Engineering, Microbiology, Music, Nursing, Nutrition, Philosophy, Physics, Plant and Soil Sciences, Political Science, Psychology, Public Health, Sociology, Spanish, Sport Management, Sustainable Food and Farming, Theater, Veterinary and Animal Sciences, and Women, Gender, Sexuality Studies. With its diverse offerings and urban energy, the University of Massachusetts, Amherst, provides students with a dynamic and enriching educational experience.",https://www.umass.edu 
